id,type,question,faq_id_reference,expected_keywords,expected_answer_summary,difficulty,expected_behavior,answer_model,latency_seconds,strategy,complexite_score_method,keywords_proportion,similarity_answer,manual_pertinence,manual_hallucination,exactitude_score,hallucination_flag,pertinence_norm,latence_score,complexite_score,hallucinations_score,global_score
GS011,reformulation,"Je voudrais un extrait de naissance, comment faire ?",EC001,"['service-public.fr', 'mairie', 'lieu de naissance', 'gratuit']",Même réponse que pour acte de naissance,facile,," Bonjour, pour obtenir un extrait de naissance, vous devez adresser votre demande au service des archives communales ou au greffe de l'état civil de la commune de naissance. Vous pouvez le faire en personne en apportant une preuve d'identité ou par voie postale en fournissant des documents justifiant votre identité et en payant la taxe de délivrance. Veuillez noter que les délais et les documents requis peuvent varier d'une commune à l'autre, je vous conseille donc de contacter directement le service concerné pour plus d'informations.",8.736727656000767,llm_only,0.3,0.0,0.4718160927295685,1,True,0.23590804636478424,True,0.5,0.10270390990998889,1.0,0.0,0.3361780003959336
GS012,reformulation,C'est quoi les jours de ramassage des poubelles ?,DEC001,"['mardi', 'vendredi', 'mercredi', 'centre-ville', 'périphérie']","Mardi et vendredi centre-ville, mercredi quartiers périphériques",facile,," Bonjour, je suis heureux de vous rencontrer et vous répondrai avec plaisir à votre question concernant les jours de ramassage des poubelles dans notre communauté de communes Val de Loire Numérique. Nous avons un calendrier régulier pour la collecte des déchets ménagers. Vous pouvez consulter ce calendrier sur notre site web ou en contactant directement notre service des déchets en utilisant le numéro de téléphone suivant : [numéro de contact]. Je vous souhaite une excellente journée.",10.459023483999772,llm_only,0.3,0.0,0.46969306468963623,0,True,0.23484653234481812,True,0.0,0.08726747103680339,1.0,0.0,0.23354408035896596
GS013,reformulation,On peut jeter quoi dans la poubelle de recyclage ?,DEC004,"['emballages', 'plastique', 'métal', 'carton', 'papier']","Emballages plastiques, métalliques, cartons, papiers",facile,," Bonjour, vous pouvez jeter dans la poubelle de recyclage du plastique PET (numéro 1), PET PETG (numéro 2), PVC (numéro 3), verre, carton, papier, aluminium et ferraille. N'oubliez pas de les nettoyer avant de les jeter. Vous pouvez consulter le site web de votre déchetterie ou de votre communauté de communes pour des informations plus détaillées.",7.538223601000027,llm_only,0.3,0.6,0.4720648229122162,1,False,0.5360324114561081,False,0.5,0.11712038085801318,1.0,1.0,0.6283777805655344
GS014,reformulation,"J'ai perdu mon permis de conduire, que dois-je faire ?",DIV003,"['ANTS', 'duplicata', 'photo', '25€']","Demande de duplicata sur ANTS, 25€, 2-3 semaines",moyen,," Bonjour, pour récupérer votre permis de conduire, vous devez contacter les services de la Préfecture ou de la sous-préfecture compétents dans votre département. Vous pourrez y demander des renseignements sur les formalités à suivre pour demander la restitution de votre permis, en fonction des raisons de son retrait. Si vous avez été suspendu ou interdit de conduire, vous devrez également attendre la fin de la période de suspension ou d'interdiction avant de pouvoir demander la restitution. Je vous souhaite bonne chance dans votre démarche.",8.390149660999668,llm_only,0.3,0.0,0.3579587936401367,0,True,0.17897939682006836,True,0.0,0.10649457528385556,0.7,0.0,0.17466800533859883
GS015,reformulation,"Je déménage, comment prévenir les impôts ?",FIS003,"['impots.gouv.fr', 'profil', 'déclaration', 'service-public.fr']",En ligne sur impots.gouv.fr ou lors de la déclaration annuelle,facile,," Bonjour, pour prévenir les impôts lors d'un déménagement, il faut communiquer sa nouvelle adresse au service des impôts des finances locales (SIF) dans le délai de deux mois suivant la date de la prise de possession de la nouvelle résidence. Vous pouvez le faire en ligne sur le site internet des impôts, en postant votre demande au SIF ou en présentant votre demande en agence. Il est également important de communiquer votre nouvelle adresse au service des impôts des entreprises si vous êtes entrepreneur. Si vous avez des questions supplémentaires, n'hésitez pas à me poser.",8.923197345000517,llm_only,0.3,0.0,0.5491001009941101,1,True,0.27455005049705505,True,0.5,0.10077397085162453,1.0,0.0,0.34748111077686017
GS016,reformulation,"Ma fille a 3 ans, je dois l'inscrire à la maternelle ?",ENF004,"['obligatoire', '3 ans', 'janvier', 'mars', 'mairie']","Oui instruction obligatoire dès 3 ans, inscription en mairie de janvier à mars",moyen,," Bonjour, en France, les enfants doivent être inscrits à l'école maternelle l'année suivant leur 3ème anniversaire. C'est-à-dire généralement lors de l'année scolaire qui suit leur 3ème anniversaire. Vous pouvez vous renseigner auprès de l'école maternelle la plus proche pour savoir comment procéder à l'inscription. Bonne chance !",7.295096734999788,llm_only,0.3,0.0,0.42133259773254395,1,False,0.21066629886627197,False,0.5,0.120553145062271,0.7,1.0,0.4862828614192222
GS017,reformulation,"Je veux vendre ma voiture, il me faut quoi comme papier de non-gage ?",DIV007,"['certificat', 'situation administrative', 'ANTS', 'Histovec', 'gratuit']","Certificat de situation administrative sur ANTS ou Histovec, gratuit et immédiat",facile,," Bonjour, pour vendre votre voiture, il n'y a pas besoin de papiers de non-gage spécifiques. Cependant, lors de la vente, vous devrez transférer le titre de propriété en vous adressant à la Préfecture ou à une agence de l'État. Vous devrez également remettre les papiers techniques et le livret de circulation de la voiture. Si vous avez un prête-bail ou une hypothèque sur la voiture, vous devrez obtenir leur accord pour la vente. Je vous suggère de consulter la Préfecture ou un notaire pour en savoir plus sur les formalités à suivre.",8.801581660999545,llm_only,0.3,0.0,0.25117552280426025,0,True,0.12558776140213013,True,0.0,0.10202435021063957,1.0,0.0,0.20297998095223496
GS018,reformulation,Il y a des bus qui passent par chez nous ? Où voir les horaires ?,TRA003,"['rémi', 'application', 'office de tourisme', 'mairie']","Horaires sur site rémi, application, office de tourisme ou mairie",facile,," Bonjour, pour obtenir des informations sur les horaires des bus et leur fréquence, je vous invite à consulter notre site web dédié aux transports en commun, Val de Loire Numérique Transports. Vous y trouverez un plan de transport interconnecté et un réseau de recherche d'itinéraires en ligne pour planifier votre déplacement facilement. Si vous avez besoin d'aide supplémentaire, n'hésitez pas à nous contacter par téléphone ou par courrier électronique.",8.03551083900038,llm_only,0.3,0.0,0.4785001277923584,0,True,0.2392500638961792,True,0.0,0.110674428686827,1.0,0.0,0.2383761834718778
GS019,reformulation,"Mon voisin a une fuite d'eau dans la rue, qui appeler ?",EAU002,"['service des eaux', 'téléphone', 'urgence', '24h/24']","Appeler le service des eaux, numéro urgences disponible 24h/24",facile,," Bonjour, vous devrez appeler le service d'urgence de votre commune ou le service des urgences techniquesspécifiquement pour les fuites d'eau dans la rue. Ils seront en mesure de vous renseigner sur la procédure à suivre et de prendre les mesures nécessaires.",6.47537406399988,llm_only,0.3,0.25,0.5845236778259277,1,True,0.41726183891296387,True,0.5,0.13377256996620793,1.0,0.0,0.39524443716882035
GS020,reformulation,"Pour le mariage civil, c'est quoi la liste des papiers à donner ?",EC002,"[""pièce d'identité"", 'justificatif de domicile', 'acte de naissance', 'témoins', '1 mois']","Pièce d'identité, justificatif domicile, acte de naissance, liste témoins, dépôt 1 mois avant",moyen,," Bonjour, pour un mariage civil en France, les documents suivants sont généralement requis :

1. Actes de naissance des époux (extraits d'état civil)
2. Pièce d'identité (passeport ou carte d'identité)
3. Certificat de capacité à mariage (déclaration de volontarité de mariage)
4. Certificat de célibat ou acte de divorce (si applicable)
5. Pièce de résidence
6. Déclaration d'intention de mariage (signée devant le maire ou son délégué)

Cependant, les exigences peuvent varier d'une commune à l'autre, donc il est important de contacter le mairie concernée pour confirmer la liste exacte de documents nécessaires.

Si vous avez d'autres questions relatives à des sujets tels que l'état civil, l'urbanisme, les déchets, les transports, la petite enfance, le social, la vie associative, les élections, le logement, la culture/sport, la fiscalité, l'eau/assainissement, je serai heureux de vous en répondre. Sinon, je suis désolé mais je ne suis pas en mesure de répondre à cette question.",13.339609368999845,llm_only,0.3,0.2,0.48319607973098755,1,True,0.34159803986549375,True,0.5,0.06973690665255185,0.7,0.0,0.3179399479575309
GS021,hors_sujet,Quelle est la capitale de l'Australie ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance," Bonjour, je suis désolé mais je ne suis pas en mesure de répondre à cette question. Je suis un assistant municipal français expert de la communauté de communes Val de Loire Numérique et mon but est de répondre exclusivement aux questions relatives à l'état civil, l'urbanisme, les déchets, les transports, la petite-enfance, le social, la vie associative, les élections, le logement, la culture/sport, la fiscalité et l'eau/assainissement. La question actuelle ne relève pas de ces sujets.",8.296565763000217,llm_only,0.3,0.0,0.5046309232711792,2,False,0.2523154616355896,False,1.0,0.1075666031406932,1.0,1.0,0.6418296289617809
GS022,hors_sujet,Comment faire une tarte aux pommes ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance," Bonjour, je suis désolé, je ne peux pas vous donner des informations sur la cuisine, y compris comment faire une tarte aux pommes. Je suis un assistant municipal français spécialisé dans les sujets suivants : état civil, urbanisme, déchets, transports, petite-enfance, social, vie associative, élections, logement, culture/sport, fiscalité, eau/assainissement.",7.31157830400025,llm_only,0.3,0.0,0.5027183294296265,2,False,0.25135916471481323,False,1.0,0.12031409239310344,1.0,1.0,0.6434548632734095
GS023,hors_sujet,Quel est le meilleur smartphone en 2025 ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance," Bonjour, je suis désolé mais je ne suis pas en mesure de répondre à cette question. Mon rôle est d'aider avec des informations relatives aux sujets suivants : état civil, urbanisme, déchets, transports, petite-enfance, social, vie associative, élections, logement, culture/sport, fiscalité, eau/assainissement. La question actuelle ne relève pas de ces sujets.",8.419863595000606,llm_only,0.3,0.0,0.5113961100578308,2,False,0.2556980550289154,False,1.0,0.10615864974209699,1.0,1.0,0.6426332139699892
GS024,hors_sujet,Comment investir en bourse ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance," Bonjour, je suis désolé mais je ne suis pas en mesure de répondre à cette question. Cette question est hors sujet car elle concerne la bourse et l'investissement, qui ne relève pas des sujets que je suis compétent à traiter dans le cadre de mon rôle d'assistant municipal français de la communauté de communes Val de Loire Numérique. Je suis spécialisé dans les questions liées à l'état civil, l'urbanisme, les déchets, les transports, la petite enfance, le social, la vie associative, les élections, le logement, la culture/sport, la fiscalité, l'eau/assainissement. Si vous avez une question relatif à l'un de ces sujets, je serai heureux de vous en répondre.",9.956617071999972,llm_only,0.3,0.0,0.5016812086105347,2,False,0.25084060430526733,False,1.0,0.09126904713641365,1.0,1.0,0.6389425383620423
GS025,hors_sujet,Qui a gagné la coupe du monde de football en 1998 ?,,[],Le système doit indiquer qu'il ne peut pas répondre à cette question (hors périmètre FAQ collectivité),facile,aveu_ignorance," Bonjour, France a gagné la Coupe du monde de football en 1998.",4.734206492999874,llm_only,0.3,0.0,0.37602365016937256,0,False,0.18801182508468628,False,0.0,0.1743920455638921,1.0,1.0,0.4325623543599897
GS026,complexe,"Je viens d'avoir un bébé et je ne suis pas mariée avec le père, quelles démarches dois-je faire ?","['EC005', 'EC006']","['reconnaissance', 'livret de famille', 'filiation', 'mairie']",Le père doit faire une reconnaissance en mairie. Un livret de famille sera délivré à la naissance du premier enfant pour les couples non mariés.,difficile,," Bonjour, pour établir l'état civil de votre enfant, il est nécessaire de déposer une déclaration de naissance à la mairie comprenant les informations de l'enfant et des parents. Si vous n'êtes pas mariée avec le père, vous devrez également déposer une déclaration de paternité et une déclaration de volonté de filiation si vous le souhaitez. Vous pourrez obtenir plus d'informations en contactant directement la mairie de votre commune ou en consultant le site internet de la préfecture de votre département. Je vous souhaite beaucoup de bonheur avec votre nouveau-né.",9.13610979799978,llm_only,0.3,0.5,0.5923435091972351,1,False,0.5461717545986176,False,0.5,0.09865717912776913,0.4,1.0,0.5386501032487506
GS027,complexe,"Je construis une maison avec piscine, quelles autorisations me faut-il ?","['URB001', 'URB003']","['permis de construire', 'déclaration préalable', 'piscine', 'architecte', '150m²']","Permis de construire pour la maison (architecte si >150m²). Pour la piscine : selon taille, déclaration préalable (10-100m²) ou intégration au permis.",difficile,," Bonjour, pour construire une maison avec piscine, vous devrez obtenir plusieurs autorisations :

1. Permis de construire : Ce permis vous autorise à bâtir sur votre terrain. Vous devrez présenter des plans et des études techniques (hydrauliques, acoustiques, etc.) à l'urbanisme de votre commune.
2. Permis de fonctionnement de la piscine : Ce permis vous autorise à exploiter la piscine. Vous devrez respecter certaines normes de sécurité (barrière de protection, nettoyage régulier, etc.).
3. Autorisation d'utilisation de l'eau : Vous devrez obtenir l'autorisation de l'Eau et Assainissement pour utiliser l'eau de votre commune pour remplir la piscine.
4. Autorisation de connexion au réseau d'eaux usées : Si vous souhaitez évacuer les eaux usées de la piscine vers le réseau public, vous devrez obtenir l'autorisation de l'Eau et Assainissement.
5. Autorisation de couper les arbres ou de détruire des végétaux : Si votre projet implique la coupe d'arbres ou la destruction de végétaux, vous devrez obtenir l'autorisation de l'Office national des forêts ou de l'Office national des espaces verts et paysagers, selon le cas.

Je vous conseille de contacter votre service d'urbanisme pour en savoir plus sur les formalités à suivre et les documents à fournir.",15.892688595000436,llm_only,0.3,0.4,0.5978705883026123,1,False,0.49893529415130616,False,0.5,0.059197207974103085,0.4,1.0,0.5185601694415074
GS028,complexe,"Je suis en difficulté financière, je n'arrive plus à payer mes factures d'eau et d'électricité, qui peut m'aider ?","['SOC001', 'SOC004']","['CCAS', 'FSL', 'chèque énergie', 'travailleur social', 'aide']",Contacter le CCAS pour un rendez-vous avec un travailleur social. Le FSL peut aider pour les factures. Vérifier l'éligibilité au chèque énergie.,difficile,," Bonjour, je suis désolé mais je ne peux pas vous donner des informations précises sur ce sujet. Cependant, je peux vous diriger vers des organismes qui peuvent peut-être vous aider. Vous pouvez contacter l'Association nationale des aides sociales (ANAS) ou le service social de votre commune pour obtenir des informations sur des aides sociales ou des programmes d'aide aux personnes à faible revenu. Vous pouvez également contacter votre fournisseur d'eau et d'électricité pour discuter de possibles solutions, telles que des plans tarifaires réduits ou des aides d'urgence. Je vous souhaite la meilleure réussite dans votre recherche d'aide.",9.395915693999996,llm_only,0.3,0.2,0.5338315963745117,1,True,0.36691579818725584,True,0.5,0.09619162269439624,0.4,0.0,0.2845034828603362
GS029,complexe,"Mon association veut organiser un vide-grenier sur la place du village, comment faire ?","['ASS003', 'ASS004']","['déclaration', 'mairie', '1 mois', 'assurance', 'autorisation', 'voie publique']","Déclaration en mairie 1 mois avant avec descriptif, plan, assurance. Demande d'autorisation d'occupation du domaine public.",difficile,," Bonjour, pour organiser un vide-grenier sur la place de votre village dans le cadre de la communauté de communes Val de Loire Numérique, il est nécessaire de suivre certaines étapes :

1. Contacter la mairie du village : Il est important de communiquer avec la mairie pour demander l'autorisation d'organiser un vide-grenier sur la place du village. Vous devez fournir des informations telles que la date prévue, l'heure de début et de fin, et le nombre d'espaces souhaités.
2. Obtenir l'autorisation : La mairie examinera votre demande et vous donnera une réponse. Si l'autorisation est accordée, vous recevrez des informations supplémentaires telles que les conditions d'utilisation de la place, les horaires de débroussaillement, et les modalités de paiement de la taxe de location.
3. Publicité et promotion : Il est important de promouvoir l'événement pour attirer le plus grand nombre de participants possible. Vous pouvez utiliser des moyens de communication tels que les réseaux sociaux, les annonces locales, et les affichages dans les lieux publics.
4. Organisation : Il est important de planifier les détails de l'événement, tels que l'installation des stands, la gestion des déchets, et la sécurité. Vous pouvez demander l'aide de bénévoles pour gérer ces aspects.
5. Collecte des déchets : Il est important de disposer de bacs à déchets appropriés pour collecter les déchets et de disposer de solutions pour gérer les déchets spéciaux, tels que les batteries, les pneus, et les emballages.
6. Financier l'événement : Il est possible que vous deviez payer une taxe de location pour l'utilisation de la place. Vous devrez également prendre en charge les coûts de promotion, de matériel, et de dépenses diverses.

Je vous souhaiterai bonne chance pour votre vide-grenier et ne hesitez pas à me contacter si vous avez d'autres questions.",20.98460333299954,llm_only,0.3,0.3333333333333333,0.5434368848800659,1,True,0.4383851091066996,True,0.5,0.04548637902868006,0.4,0.0,0.2983384895863119
GS030,complexe,"J'emménage dans la commune, quelles sont toutes les démarches administratives à faire ?","['ELE001', 'EAU001', 'FIS003', 'ENF004']","['listes électorales', 'compteur eau', 'impôts', 'école']","Inscription listes électorales, ouverture compteur eau, changement adresse impôts, inscription école si enfants.",difficile,," Bonjour, pour vous aider correctement, je dois préciser que les démarches administratives varient en fonction du lieu d'habitation et de votre nationalité. Cependant, je peux vous donner une liste générale des démarches communes :

1. Inscription à la commune : demande d'extrait d'actes de naissance, de mariage ou de décès (si applicable) pour les membres de votre famille.
2. Inscription au registre des déplacés : si vous venez de l'étranger, cette démarche est obligatoire.
3. Inscription à la Caisse d'assurance maladie (Cnam) et à la Mutuelle de solidarité santé (MSS) si vous n'êtes pas déjà inscrits.
4. Inscription à la commune pour l'impôt sur le revenu (ISF) et l'impôt sur les propriétés bâties (IMB).
5. Demande d'adresse au service des impôts des personnes physiques (SPIP).
6. Inscription à l'école primaire ou secondaire si vous avez des enfants.
7. Demande d'accès à la bibliothèque municipale et à d'éventuels équipements culturels ou sportifs.
8. Demande d'information sur les déchets ménagers et le calendrier des collectes.
9. Demande d'information sur les transports en commun et les tarifs.
10. Demande d'information sur les services sociaux et l'aide sociale si vous en avez besoin.

Je vous conseille de contacter la mairie de votre commune pour plus d'informations détaillées. Bonne chance avec votre déménagement !",16.48712062499999,llm_only,0.3,0.5,0.550991415977478,1,True,0.525495707988739,True,0.5,0.05718494321874678,0.4,0.0,0.3262264538794337
GS001,direct_match,Comment obtenir un acte de naissance ?,EC001,"['service-public.fr', 'mairie', 'lieu de naissance', 'gratuit', ""pièce d'identité""]","Demande en ligne, par courrier ou en mairie du lieu de naissance, gratuite, avec pièce d'identité",facile,," Bonjour, vous pouvez obtenir un acte de naissance en ligne sur le site service-public.fr, par courrier à la mairie du lieu de naissance, ou directement au guichet. La demande est gratuite et munissez-vous d'une pièce d'identité. Le délai de délivrance est de 3 à 10 jours ouvrés selon le mode de demande.",7.360206536000078,rag,0.7,1.0,0.6454235315322876,2,False,0.8227117657661438,False,1.0,0.11961426977836935,1.0,1.0,0.8147556701965986
GS002,direct_match,Quels sont les horaires de la déchetterie ?,DEC006,"['lundi', 'samedi', '9h', '12h', '14h', '18h', '17h', 'hiver']","Lundi au samedi 9h-12h et 14h-18h (17h en hiver), fermée dimanche et jours fériés",facile,," Bonjour, la déchetterie intercommunale est ouverte du lundi au samedi de 9h à 12h et de 14h à 18h (17h en hiver du 1er novembre au 31 mars). Elle est fermée les dimanches et jours fériés.",6.534173850000116,rag,0.7,1.0,0.7493136525154114,2,False,0.8746568262577057,False,1.0,0.13272855390773663,1.0,1.0,0.8323063309634723
GS003,direct_match,Comment s'inscrire sur les listes électorales ?,ELE001,"['service-public.fr', 'mairie', ""pièce d'identité"", 'justificatif de domicile']","En ligne, en mairie ou par courrier avec pièce d'identité et justificatif de domicile",facile,," Bonjour, vous pouvez s'inscrire sur les listes électorales en ligne sur service-public.fr, en mairie, ou par courrier. Il vous faudra fournir une pièce d'identité et un justificatif de domicile. L'inscription est possible toute l'année mais doit être faite au plus tard le 6ème vendredi précédant le scrutin. Les jeunes de 18 ans sont inscrits automatiquement.",7.6009733780001625,rag,0.7,1.0,0.5982372164726257,2,False,0.7991186082363129,False,1.0,0.11626591038612341,1.0,1.0,0.8071754690288124
